ENSG00000008735	397
ENSG00000015475	40
ENSG00000025708	13
ENSG00000025770	73
ENSG00000040608	69
ENSG00000054611	36
ENSG00000056487	11
ENSG00000063515	0
ENSG00000069998	25
ENSG00000070010	42
ENSG00000070371	26
ENSG00000070413	294
ENSG00000073146	3
ENSG00000073150	52
ENSG00000073169	46
ENSG00000075218	2
ENSG00000075234	20
ENSG00000075240	90
ENSG00000075275	0
ENSG00000077935	0
ENSG00000077942	40
ENSG00000079974	64
ENSG00000093000	125
ENSG00000093009	0
ENSG00000093010	78
ENSG00000093072	26
ENSG00000093100	3
ENSG00000099889	116
ENSG00000099899	52
ENSG00000099901	54
ENSG00000099904	83
ENSG00000099910	56
ENSG00000099917	87
ENSG00000099937	1
ENSG00000099940	40
ENSG00000099942	337
ENSG00000099949	112
ENSG00000099953	1
ENSG00000099954	107
ENSG00000099956	64
ENSG00000099957	18
ENSG00000099958	2
ENSG00000099960	19
ENSG00000099968	199
ENSG00000099974	1
ENSG00000099977	21
ENSG00000099984	0
ENSG00000099985	0
ENSG00000099991	257
ENSG00000099992	11
ENSG00000099994	8
ENSG00000099995	174
ENSG00000099998	19
ENSG00000099999	54
ENSG00000100003	49
ENSG00000100012	0
ENSG00000100014	66
ENSG00000100023	63
ENSG00000100024	0
ENSG00000100027	61
ENSG00000100028	62
ENSG00000100029	62
ENSG00000100030	734
ENSG00000100031	6
ENSG00000100033	108
ENSG00000100034	86
ENSG00000100036	17
ENSG00000100038	38
ENSG00000100053	0
ENSG00000100055	9
ENSG00000100056	46
ENSG00000100058	18
ENSG00000100060	4
ENSG00000100065	1
ENSG00000100068	7
ENSG00000100075	26
ENSG00000100077	196
ENSG00000100078	0
ENSG00000100079	0
ENSG00000100083	99
ENSG00000100084	23
ENSG00000100092	18
ENSG00000100095	393
ENSG00000100097	75
ENSG00000100099	107
ENSG00000100100	103
ENSG00000100101	0
ENSG00000100104	44
ENSG00000100105	70
ENSG00000100106	39
ENSG00000100109	61
ENSG00000100116	32
ENSG00000100121	0
ENSG00000100122	1
ENSG00000100124	26
ENSG00000100129	207
ENSG00000100138	165
ENSG00000100139	47
ENSG00000100142	14
ENSG00000100146	87
ENSG00000100147	6
ENSG00000100150	44
ENSG00000100151	75
ENSG00000100154	77
ENSG00000100156	1
ENSG00000100162	0
ENSG00000100167	738
ENSG00000100170	0
ENSG00000100181	18
ENSG00000100191	2
ENSG00000100196	2
ENSG00000100197	0
ENSG00000100201	1507
ENSG00000100206	2
ENSG00000100207	203
ENSG00000100209	5
ENSG00000100211	8
ENSG00000100216	51
ENSG00000100218	3
ENSG00000100219	64
ENSG00000100220	105
ENSG00000100221	142
ENSG00000100225	154
ENSG00000100226	133
ENSG00000100227	131
ENSG00000100228	22
ENSG00000100234	190
ENSG00000100239	138
ENSG00000100241	638
ENSG00000100242	391
ENSG00000100243	120
ENSG00000100246	19
ENSG00000100249	0
ENSG00000100253	0
ENSG00000100258	51
ENSG00000100263	22
ENSG00000100266	100
ENSG00000100271	21
ENSG00000100276	8
ENSG00000100280	217
ENSG00000100281	29
ENSG00000100284	92
ENSG00000100285	194
ENSG00000100288	6
ENSG00000100290	0
ENSG00000100292	13
ENSG00000100294	14
ENSG00000100296	67
ENSG00000100297	26
ENSG00000100298	0
ENSG00000100299	41
ENSG00000100300	12
ENSG00000100302	52
ENSG00000100304	52
ENSG00000100307	261
ENSG00000100311	30
ENSG00000100312	0
ENSG00000100314	21
ENSG00000100316	653
ENSG00000100319	17
ENSG00000100320	605
ENSG00000100321	756
ENSG00000100324	89
ENSG00000100325	29
ENSG00000100330	210
ENSG00000100335	89
ENSG00000100336	9
ENSG00000100341	3
ENSG00000100342	4
ENSG00000100344	5
ENSG00000100345	420
ENSG00000100346	99
ENSG00000100347	43
ENSG00000100348	27
ENSG00000100350	71
ENSG00000100351	1
ENSG00000100353	94
ENSG00000100354	561
ENSG00000100359	114
ENSG00000100360	48
ENSG00000100362	96
ENSG00000100364	297
ENSG00000100365	3
ENSG00000100368	2
ENSG00000100372	32
ENSG00000100373	0
ENSG00000100376	42
ENSG00000100379	38
ENSG00000100380	379
ENSG00000100385	1
ENSG00000100387	41
ENSG00000100393	296
ENSG00000100395	91
ENSG00000100399	32
ENSG00000100401	237
ENSG00000100403	403
ENSG00000100410	33
ENSG00000100412	423
ENSG00000100413	113
ENSG00000100416	59
ENSG00000100417	29
ENSG00000100418	123
ENSG00000100422	203
ENSG00000100425	80
ENSG00000100426	29
ENSG00000100427	292
ENSG00000100429	9
ENSG00000128159	228
ENSG00000128165	0
ENSG00000128185	41
ENSG00000128191	66
ENSG00000128203	56
ENSG00000128218	0
ENSG00000128228	5
ENSG00000128242	17
ENSG00000128245	1024
ENSG00000128250	0
ENSG00000128253	7
ENSG00000128254	0
ENSG00000128262	1
ENSG00000128266	230
ENSG00000128268	252
ENSG00000128271	1
ENSG00000128272	288
ENSG00000128274	7
ENSG00000128276	0
ENSG00000128283	62
ENSG00000128284	6
ENSG00000128285	12
ENSG00000128294	38
ENSG00000128298	0
ENSG00000128309	34
ENSG00000128310	0
ENSG00000128311	17
ENSG00000128313	0
ENSG00000128322	0
ENSG00000128335	101
ENSG00000128340	7
ENSG00000128342	2
ENSG00000128346	4
ENSG00000128383	0
ENSG00000128394	1
ENSG00000128408	0
ENSG00000130487	0
ENSG00000130489	5
ENSG00000130538	0
ENSG00000130540	283
ENSG00000130638	191
ENSG00000130943	1
ENSG00000131100	381
ENSG00000133422	72
ENSG00000133424	165
ENSG00000133433	3
ENSG00000133454	0
ENSG00000133460	49
ENSG00000133466	6
ENSG00000133475	0
ENSG00000133477	0
ENSG00000133488	0
ENSG00000133519	19
ENSG00000138867	59
ENSG00000138892	0
ENSG00000138942	63
ENSG00000138944	147
ENSG00000138964	15
ENSG00000159307	0
ENSG00000159496	0
ENSG00000159873	66
ENSG00000159958	5
ENSG00000161103	0
ENSG00000161132	0
ENSG00000161133	0
ENSG00000161149	5
ENSG00000161179	16
ENSG00000161180	2
ENSG00000166862	31
ENSG00000166897	115
ENSG00000167037	128
ENSG00000167065	8
ENSG00000167074	331
ENSG00000167077	1
ENSG00000168135	65
ENSG00000169184	44
ENSG00000169314	0
ENSG00000169548	0
ENSG00000169575	0
ENSG00000169635	26
ENSG00000169662	0
ENSG00000169668	0
ENSG00000170638	23
ENSG00000172250	2
ENSG00000172346	68
ENSG00000172404	0
ENSG00000172912	0
ENSG00000172967	0
ENSG00000175329	0
ENSG00000176177	0
ENSG00000176635	0
ENSG00000177096	9
ENSG00000177663	55
ENSG00000177989	3
ENSG00000177993	0
ENSG00000178026	18
ENSG00000178248	0
ENSG00000178803	0
ENSG00000179750	1
ENSG00000180150	0
ENSG00000180957	77
ENSG00000181123	0
ENSG00000182057	0
ENSG00000182257	2
ENSG00000182351	0
ENSG00000182541	46
ENSG00000182824	0
ENSG00000182841	23
ENSG00000182858	32
ENSG00000182902	88
ENSG00000182944	314
ENSG00000183066	10
ENSG00000183169	0
ENSG00000183172	24
ENSG00000183246	0
ENSG00000183307	25
ENSG00000183506	29
ENSG00000183530	211
ENSG00000183569	1
ENSG00000183579	92
ENSG00000183597	48
ENSG00000183628	58
ENSG00000183741	736
ENSG00000183762	50
ENSG00000183765	1
ENSG00000183773	80
ENSG00000183785	16
ENSG00000183822	0
ENSG00000183864	193
ENSG00000183963	32
ENSG00000184058	1
ENSG00000184068	2
ENSG00000184076	81
ENSG00000184113	60
ENSG00000184117	103
ENSG00000184164	30
ENSG00000184208	34
ENSG00000184319	32
ENSG00000184381	64
ENSG00000184436	34
ENSG00000184459	0
ENSG00000184470	38
ENSG00000184571	0
ENSG00000184624	0
ENSG00000184702	493
ENSG00000184708	88
ENSG00000184792	105
ENSG00000184949	14
ENSG00000184979	2
ENSG00000184983	60
ENSG00000185022	27
ENSG00000185065	3
ENSG00000185133	56
ENSG00000185252	37
ENSG00000185264	0
ENSG00000185339	18
ENSG00000185340	73
ENSG00000185386	56
ENSG00000185608	27
ENSG00000185651	203
ENSG00000185666	64
ENSG00000185686	0
ENSG00000185721	77
ENSG00000185837	0
ENSG00000185838	12
ENSG00000186575	195
ENSG00000186654	9
ENSG00000186716	221
ENSG00000186732	120
ENSG00000186951	63
ENSG00000186976	29
ENSG00000186998	11
ENSG00000187012	0
ENSG00000187045	0
ENSG00000187051	70
ENSG00000187792	25
ENSG00000187860	2
ENSG00000187905	0
ENSG00000187979	0
ENSG00000188064	6
ENSG00000188078	0
ENSG00000188130	52
ENSG00000188263	0
ENSG00000188280	0
ENSG00000188511	1
ENSG00000188636	174
ENSG00000188677	69
ENSG00000189060	103
ENSG00000189269	0
ENSG00000189295	0
ENSG00000189306	57
ENSG00000196236	30
ENSG00000196419	360
ENSG00000196431	1
ENSG00000196576	216
ENSG00000196588	121
ENSG00000197077	129
ENSG00000197182	53
ENSG00000197210	0
ENSG00000197421	0
ENSG00000197549	0
ENSG00000198062	0
ENSG00000198089	94
ENSG00000198125	0
ENSG00000198355	43
ENSG00000198445	0
ENSG00000198792	196
ENSG00000198832	83
ENSG00000198911	452
ENSG00000198951	22
ENSG00000199248	0
ENSG00000199515	0
ENSG00000199695	0
ENSG00000199783	0
ENSG00000199797	0
ENSG00000199865	0
ENSG00000200057	0
