id	feature	fc	pval	qval	gene_name	FPKM.UHR_Rep1	FPKM.UHR_Rep2	FPKM.UHR_Rep3	FPKM.HBR_Rep1	FPKM.HBR_Rep2	FPKM.HBR_Rep3
ENSG00000008735	gene	0.0138356516048798	0.000227013323425229	0.00357512133442728	MAPK8IP2	9.73328025402474	19.2578222030164	6.98853659684799	565.891856273513	617.562227950347	615.017047919505
ENSG00000015475	gene	1.58882721037064	0.00548438296130205	0.0266384315263242	BID	101.648194322762	92.5127309887539	118.967512767431	77.8829237424651	65.1786430303644	86.09917001417
ENSG00000025708	gene	1.39580697906297	0.399272617464676	0.596211138241171	TYMP	65.1504660960843	35.5878017328313	39.0739550457831	32.9463741671687	27.5146234144578	47.138452364759
ENSG00000025770	gene	1.46572311639846	0.0316441801268738	0.103692423837614	NCAPH2	302.197952470085	253.872391516619	272.718776193416	215.458903330168	180.719090670149	189.579531191516
ENSG00000040608	gene	0.102805918368392	0.000418400430043597	0.00536037652403681	RTN4R	23.6746173884397	18.6628070041929	16.8523780772686	185.146074113507	187.676849171309	191.866407498652
ENSG00000054611	gene	1.09845084123598	0.180809927336032	0.352061620627868	TBC1D22A	60.5880207213547	56.2257156344309	66.8954804489181	56.5799100124177	61.2054281557855	59.6970767586077
ENSG00000056487	gene	0.700660385828887	0.396894633669775	0.593663039194722	PHF21B	9.1135558126195	13.4267408863202	8.80677701373197	17.3704829986094	13.730260685903	6.71430366713019
ENSG00000063515	gene	1	NA	NA	GSC2	0	0	0	0	0	0
ENSG00000069998	gene	2.63000211583609	0.00556386023844291	0.0268767893485439	CECR5	111.688489946515	98.6189292797812	144.283127887156	44.875696042342	55.2857657463533	50.7049037743112
ENSG00000070010	gene	2.18252144927459	0.00148792738285741	0.0109647679061144	UFD1L	119.44135893647	122.397484155678	102.6702051606	42.5771207247024	51.1785292213828	48.3878763658425
ENSG00000070371	gene	1.51817235234466	0.00315889477397335	0.0186140536725202	CLTCL1	39.5940892002189	36.1406077661459	35.8917810576177	23.1987161641954	24.2431448524231	24.1249749958205
ENSG00000070413	gene	0.584490582203473	0.00802295213866655	0.0356396466863378	DGCR2	244.504690141659	195.495845545763	246.746203882426	453.129741500624	417.151819027475	410.368863914897
ENSG00000073146	gene	0.199697778702601	0.0715276266200253	0.16951855745872	MOV10L1	0	3.53090530267753	0.203895052386496	4.48824778114086	6.33446278899884	1.27191027939465
ENSG00000073150	gene	0.0797820357946835	0.000453133919756321	0.00564183640936039	PANX2	9.91769408317215	13.3205263346228	11.5800046015474	140.047677497743	147.474486232108	175.106533034172
ENSG00000073169	gene	0.891922859021742	0.74940660893431	0.888024803930616	SELO	136.129204676259	94.232898962336	141.808877364791	180.373553195091	175.837355271265	100.702802976725
ENSG00000075218	gene	73.2761381222067	0.00623500791435716	0.0296373066114403	GTSE1	144.122963993164	146.352580791608	133.355625983498	3.33252723620933	0	2.21554665723715
ENSG00000075234	gene	2.20045185545828	0.0110059824482273	0.045043002241819	TTC38	103.68221468474	120.229039188373	109.250237599497	55.6150692638345	47.6242946064841	40.3201252168809
ENSG00000075240	gene	0.999987348997257	0.999941647942588	0.999941647942588	GRAMD4	138.596596560082	118.319524999591	139.935492479836	156.931505788946	142.923102077175	112.915445924872
ENSG00000075275	gene	54.7152655585921	0.00150083361610842	0.0109647679061144	CELSR1	81.7159976143214	63.6805762769015	77.4390808981727	0	1.03511655911292	0
ENSG00000077935	gene	6.08076939935044	0.0010329221675528	0.00877983842419877	SMC1B	4.86126227016224	7.74279365953445	5.27130476205032	0	0	0
ENSG00000077942	gene	1.85096785951687	0.0316935333720165	0.103692423837614	FBLN1	72.006026385175	78.001637197941	80.5195223258751	46.5789778267673	43.0614798019218	32.529957654221
ENSG00000079974	gene	0.558798972253712	0.0661244059498289	0.160147876327805	RABL2B	48.2309710473595	52.4926740155026	40.4064541301533	101.280229268995	67.0407944350937	70.2467557901193
ENSG00000093000	gene	1.5392988380375	0.00181062065927362	0.012804709302383	NUP50	209.484592420173	220.971578268574	196.958151963333	124.595655830368	129.808748932436	134.462213910916
ENSG00000093009	gene	302.661222143248	3.8167855054283e-07	0.000168701919339931	CDC45	316.595637784259	296.318586282853	296.350892335559	0	0	0
ENSG00000093010	gene	1.35179927090381	0.0878341776380711	0.197069576223489	COMT	171.70134059203	130.201879188425	172.80929736945	130.230726709298	132.095330851423	117.364102868121
ENSG00000093072	gene	0.673258883810079	0.100905605456012	0.22134132809706	CECR1	28.2069435508621	29.6987853017241	20.9078889077586	38.3990233189655	30.1218710284483	38.3633012775862
ENSG00000093100	gene	0.71935175131427	0.329564576859965	0.52195039299018	XXbac-B461K10.4	9.700727	3.99144	16.601532	37.558205	13.205754	36.763531
ENSG00000099889	gene	0.263753176872236	0.00796848032014896	0.035576447489958	ARVCF	58.6475030160114	37.1041060284647	41.8090501693649	200.166401837395	169.200171181107	168.75650948728
ENSG00000099899	gene	1.63103074154633	0.126299402152333	0.264570311617684	TRMT2A	210.623304988393	143.878262233914	184.80789486374	114.544548768105	132.200714575069	88.9436509084027
ENSG00000099901	gene	5.00682415020267	0.000404614956331484	0.005338501811896	RANBP1	552.991306086759	539.520035122025	526.943911248594	93.3513928122025	109.634574627001	114.765418971225
ENSG00000099904	gene	0.638285753976819	0.0350746055063802	0.111532198804461	ZDHHC8	84.6108899722122	90.0954918493324	71.5909277760736	135.618902660051	107.701198253519	118.336386481595
ENSG00000099910	gene	0.626812259797715	0.00359826540429575	0.0200054504238833	KLHL22	65.195533441455	62.0980833340508	73.232958490099	109.671087117305	112.931102219113	127.54999362204
ENSG00000099917	gene	1.48331290756362	0.0236800174365106	0.0820907271132368	MED15	108.168629826971	92.6753767990168	103.694248136977	73.7932303274532	71.7549538995566	63.371712369867
ENSG00000099937	gene	91.0159979126832	0.0123257654022721	0.0482122859097725	SERPIND1	263.382917846063	250.195912159812	243.271837435958	0	5.51993291147669	0
ENSG00000099940	gene	1.33592208943823	0.00769182712361771	0.0346917100881534	SNAP29	114.514639038159	114.953446781345	95.5735940248334	68.9714134900061	77.916230488189	72.5135891235615
ENSG00000099942	gene	1.13533109931387	0.0412925029495154	0.123000491101234	CRKL	622.926453	572.025879	593.728327406761	542.098877	525.702393	526.566345
ENSG00000099949	gene	1.18559149691136	0.129885626055995	0.27016210219647	LZTR1	162.166875269719	144.136765011249	148.919184560349	131.124463728031	132.173723368052	114.880158995633
ENSG00000099953	gene	14.8565931340428	0.0273078844200851	0.0921380527761651	MMP11	30.6593367756955	24.913773109544	28.0735569374034	4.06198772488408	0	2.82352714509274
ENSG00000099954	gene	0.694627775946083	0.196101171894891	0.372003081448678	CECR2	46.8026551937912	46.745340998234	46.2419932494656	88.26706653834	53.4057346275676	86.7598535289525
ENSG00000099956	gene	1.37354227651031	0.0494745914268634	0.14017800904278	SMARCB1	292.27990048287	326.075947154776	279.778941282547	224.04181873156	205.910864029827	175.145076110439
ENSG00000099957	gene	1.09667108798271	0.591476010568714	0.773550219024046	P2RX6	21.1421900832981	17.6964016183932	28.0343607010571	33.0277669156448	19.7740342183932	26.1128440627907
ENSG00000099958	gene	37.4853151185328	0.0245217519034868	0.0840202662119471	DERL3	86.0336758840885	69.55531596549	91.0410090555848	4.61784437381454	0	8.4055777118019
ENSG00000099960	gene	0.014981275782923	0.000146748318004986	0.00294830711628198	SLC7A4	0	0	0	69.6820807625664	70.8539872141398	48.3670012141398
ENSG00000099968	gene	0.545855611365565	0.00447894448631414	0.0230587039798686	BCL2L13	137.324167767685	133.572708154529	126.972708985643	218.382867316236	241.437458978335	259.584519806186
ENSG00000099974	gene	2.11761061916697	0.0284193102909311	0.0955234612060195	DDTL	84.60347	87.817352	156.105026	60.293888	66.077446	60.671177
ENSG00000099977	gene	2.19802556444992	0.0115798011617579	0.0469540633952294	DDT	215.495641646321	247.531661673702	259.835059402738	137.071407443811	101.177882690816	111.388365991443
ENSG00000099984	gene	0.886320755347207	0.751686731740506	0.888024803930616	GSTT2	9.611769	11.54422	17.388325	15.912269	20.872616	10.755763
ENSG00000099985	gene	1	NA	NA	OSM	0	0	0	0	0	0
ENSG00000099991	gene	0.909589801947549	0.386730447716933	0.580726729613284	CABIN1	227.548838769599	190.860436109288	197.141845871858	242.445898980614	213.720740498509	237.090696826481
ENSG00000099992	gene	1.61555831365362	0.110777160089322	0.238846364680391	TBC1D10A	33.3775053523485	37.7803105073081	32.5343088659004	17.0111090769122	19.0615488091386	27.5937262801192
ENSG00000099994	gene	0.952102483130414	0.838472501496955	0.940544297085268	SUSD2	9.24043741352529	17.908000761129	9.92328533017617	10.9646818533813	9.81435568630422	9.39128818223148
