Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000236235	LA16c-13E4.3	22	+	15290718	15297196	0.000000	0.000000	0.000000
ENSG00000231565	NEK2P2	22	-	15611759	15613096	0.014200	0.452199	0.614324
ENSG00000224435	NF1P6	22	-	15622601	15632051	0.000000	0.000000	0.000000
ENSG00000234381	MED15P7	22	-	15635180	15644330	0.000000	0.000000	0.000000
ENSG00000198062	POTEH	22	+	15690026	15721631	0.765373	29.305838	39.812763
ENSG00000236666	POTEH-AS1	22	-	15699361	15703403	0.000000	0.000000	0.000000
ENSG00000212216	RNU6-816P	22	+	15701459	15701565	0.000000	0.000000	0.000000
ENSG00000241838	LA16c-3G11.7	22	+	15721486	15722608	0.239537	7.628056	10.362917
ENSG00000239435	KCNMB3P1	22	-	16575363	16582707	0.000000	0.000000	0.000000
ENSG00000223875	NBEAP3	22	+	15852990	15893942	0.000000	0.000000	0.000000
ENSG00000215270	LA16c-60H5.7	22	-	15854195	15855243	0.000000	0.000000	0.000000
ENSG00000206195	DUXAP8	22	+	15784959	15829984	5.620970	499.186829	678.158630
ENSG00000271127	LL22NC03-N64E9.1	22	+	15796959	15798346	2.182997	69.517540	94.441429
ENSG00000232775	BMS1P22	22	-	15805263	15820884	0.000000	0.000000	0.000000
ENSG00000272872	LL22NC03-N14H11.1	22	+	15823197	15823890	10.345821	329.462677	447.583801
ENSG00000271672	DUXAP8	22	+	15826566	15827187	0.319487	10.174064	13.821736
ENSG00000237689	AC007064.24	22	+	16869478	16871126	0.396000	12.610620	17.131863
ENSG00000172967	XKR3	22	-	16783412	16821699	0.740828	23.591665	32.049908
ENSG00000100181	TPTEP1	22	+	16601887	16698742	0.829767	150.102219	203.917877
ENSG00000283633	AC005301.9	22	+	16601911	16615111	0.925409	44.987621	61.116882
ENSG00000267338	KB-7G2.9	22	+	16616170	16617114	0.477106	15.193440	20.640694
ENSG00000249288	SLC25A15P5	22	-	16645695	16646581	0.000000	0.000000	0.000000
ENSG00000249263	PARP4P3	22	-	16653892	16659628	0.000000	0.000000	0.000000
ENSG00000189295	ANKRD62P1-PARP4P3	22	-	16654066	16675540	0.000000	0.000000	0.000000
ENSG00000259271	ANKRD62P1	22	-	16671090	16679493	0.000000	0.000000	0.000000
ENSG00000273244	KB-7G2.8	22	-	16676016	16694648	0.000000	0.000000	0.000000
ENSG00000241717	VWFP1	22	-	16690103	16704477	0.000000	0.000000	0.000000
ENSG00000273203	AC006946.16	22	+	17067821	17070675	0.231524	7.372881	10.016256
ENSG00000237438	CECR7	22	+	17036570	17060825	0.778801	72.260704	98.168083
ENSG00000273442	AC006946.17	22	+	17080701	17081456	0.436508	13.900597	18.884331
ENSG00000183307	CECR6	22	-	17116299	17121367	0.130006	4.236149	5.754921
ENSG00000280156	AC006548.28	22	-	16950086	17034417	0.001767	0.056270	0.076444
ENSG00000215568	GAB4	22	-	16961936	17008222	0.000000	0.000000	0.000000
ENSG00000270226	AC006548.26	22	+	17012404	17012932	0.000000	0.000000	0.000000
ENSG00000276400	VN1R9P	22	-	17021398	17022570	0.000000	0.000000	0.000000
ENSG00000177663	IL17RA	22	+	17084954	17115694	1.460215	49.064068	66.654846
ENSG00000235328	AC006946.12	22	-	17093612	17093939	0.000000	0.000000	0.000000
ENSG00000093072	CECR1	22	-	17178790	17221989	0.656552	26.990133	36.666817
ENSG00000236325	AC005300.5	22	+	17192936	17193308	0.000000	0.000000	0.000000
ENSG00000203416	FAM32BP	22	+	17213516	17214155	0.000000	0.000000	0.000000
ENSG00000069998	CECR5	22	-	17137511	17165287	4.530794	376.873322	511.992462
ENSG00000185837	CECR5-AS1	22	+	17159384	17165445	0.000000	0.000000	0.000000
ENSG00000182902	SLC25A18	22	+	17563439	17590994	0.169374	11.395510	15.481104
ENSG00000236754	AC004019.13	22	-	17580157	17589192	0.000000	0.000000	0.000000
ENSG00000131100	ATP6V1E1	22	-	17592136	17628818	10.083905	756.408508	1027.601196
ENSG00000099954	CECR2	22	+	17359949	17558149	0.132285	68.078590	92.486580
ENSG00000229492	AC004019.10	22	+	17418697	17419828	0.169611	5.401262	7.337759
ENSG00000232305	CLCP1	22	-	17424388	17424775	0.000000	0.000000	0.000000
ENSG00000228045	DNAJA1P6	22	-	17518676	17519029	0.000000	0.000000	0.000000
ENSG00000269220	LINC00528	22	+	17777322	17779481	0.300926	9.582988	13.018744
ENSG00000015475	BID	22	-	17734138	17774770	3.735830	246.456924	334.818298
ENSG00000264757	MIR3198-1	22	-	17764180	17764259	0.337500	10.747687	14.601020
ENSG00000099968	BCL2L13	22	+	17628855	17730855	0.834494	279.869232	380.209808
ENSG00000184979	USP18	22	+	18149899	18177397	1.577266	50.228031	68.236122
ENSG00000187979	AC008079.9	22	-	18178038	18205915	0.000000	0.000000	0.000000
ENSG00000276160	GGTLC5P	22	+	18340145	18345899	0.000000	0.000000	0.000000
ENSG00000278558	TMEM191B	22	+	18527802	18530573	0.275843	15.453422	20.993887
ENSG00000225335	XXbac-B476C20.9	22	-	18076527	18078884	0.241390	10.112157	13.737634
ENSG00000215193	PEX26	22	+	18077920	18131138	1.491808	93.070168	126.438293
ENSG00000236890	XXbac-B476C20.11	22	-	18081466	18081675	0.000000	0.000000	0.000000
ENSG00000235617	XXbac-B476C20.10	22	+	18101612	18101888	0.000189	0.006019	0.008177
ENSG00000225225	ARL2BPP10	22	-	18102457	18103649	0.000000	0.000000	0.000000
ENSG00000183785	TUBA8	22	+	18110331	18146554	0.000000	0.000000	0.000000
ENSG00000280007	AC008079.10	22	-	18110759	18131154	0.013833	0.440512	0.598447
ENSG00000222630	RN7SKP131	22	-	18605802	18606102	0.000000	0.000000	0.000000
ENSG00000275793	RIMBP3	22	-	18605815	18611919	0.242152	7.711330	10.476048
ENSG00000243156	MICAL3	22	-	17787649	18024559	0.826318	210.330170	285.739136
ENSG00000093100	XXbac-B461K10.4	22	-	17787652	17811497	0.521323	16.601532	22.553623
ENSG00000207780	MIR648	22	-	17980868	17980961	0.000000	0.000000	0.000000
ENSG00000235445	XXbac-B476C20.14	22	-	17983205	17983619	0.554017	17.642672	23.968039
ENSG00000234913	XXbac-B476C20.13	22	-	18004270	18007308	0.136783	4.355855	5.917544
ENSG00000237446	RHEBP3	22	+	18019214	18020200	0.000000	0.000000	0.000000
ENSG00000197421	GGT3P	22	-	18773665	18843399	0.000000	0.000000	0.000000
ENSG00000239989	AC008132.14	22	-	18794414	18794804	0.000000	0.000000	0.000000
ENSG00000234764	E2F6P1	22	+	18833694	18834438	0.000000	0.000000	0.000000
ENSG00000161103	AC008132.13	22	+	18846811	18861049	0.000000	0.000000	0.000000
ENSG00000215544	BCRP7	22	-	18855621	18858640	0.000000	0.000000	0.000000
ENSG00000274602	PI4KAP1	22	-	18533646	18577968	2.428926	191.560593	260.240173
ENSG00000279560	AC007326.1	22	+	18945123	18946971	0.000000	0.000000	0.000000
ENSG00000241527	CA15P1	22	-	19031564	19034564	0.000000	0.000000	0.000000
ENSG00000183628	DGCR6	22	+	18906028	18914238	0.549878	70.419388	95.666618
ENSG00000100033	PRODH	22	-	18912777	18936553	0.737192	100.045998	135.915161
ENSG00000237517	DGCR5	22	+	18970514	18994628	0.191565	6.304768	8.565196
ENSG00000283406	DGCR5	22	+	18970525	19031242	0.025155	0.801061	1.088263
ENSG00000283583	AC007326.12	22	-	18980695	18981325	0.000000	0.000000	0.000000
ENSG00000271275	AC007326.9	22	-	18997138	18997595	0.000000	0.000000	0.000000
ENSG00000283366	AC000095.12	22	+	18998274	19014786	0.000000	0.000000	0.000000
ENSG00000273032	DGCR9	22	+	19017834	19020248	0.301597	9.604356	13.047773
ENSG00000270393	AC000095.9	22	-	19018043	19018916	0.183802	5.853175	7.951694
ENSG00000273164	AC000095.11	22	+	19023056	19023550	0.000000	0.000000	0.000000
ENSG00000260924	LINC01311	22	+	19171395	19172839	1.033910	32.924862	44.729305
ENSG00000100056	DGCR14	22	-	19130279	19144684	1.841590	71.500748	97.135674
ENSG00000206203	TSSK2	22	+	19130808	19132623	0.010426	0.332016	0.451053
ENSG00000070413	DGCR2	22	-	19036282	19122454	5.193674	321.372070	436.592529
ENSG00000206739	Y_RNA	22	+	19045256	19045367	0.000000	0.000000	0.000000
ENSG00000273311	DGCR11	22	-	19046162	19048375	1.062782	33.844296	45.978371
ENSG00000237347	AC004461.4	22	+	19055801	19056512	0.000000	0.000000	0.000000
ENSG00000281530	DGCR12	22	-	19061041	19061843	0.790785	25.182549	34.211163
ENSG00000223461	AC004471.9	22	+	19121529	19124503	0.000000	0.000000	0.000000
ENSG00000272682	AC004471.10	22	-	19124309	19128449	0.000000	0.000000	0.000000
ENSG00000231086	TSSK1A	22	+	19124879	19125646	0.204427	6.509978	8.843978
ENSG00000100075	SLC25A1	22	-	19175575	19178830	16.148617	671.785278	912.638123
ENSG00000070371	CLTCL1	22	-	19179473	19291716	1.127077	81.554848	110.794441
